disease_id,disease_name,generated_sentence
192,요로감염,"급성 세뇨관괴사, 쌕쌕거리는 천명음 그리고 따끔거림 때문에 일상생활이 힘들어요. 요로감염을 의심해볼 수 있나요?"
193,비뇨기계 외상,"한쪽 팔다리 감각저하, 폐출혈 그리고 코막힘 증상이 나타나고 있어요. 혹시 비뇨기계 외상일까요?"
194,방광요관역류(소아),"몸에 전신 증상, 스트레스 후 증후군, 발 부종 그리고 하지 방사통 같은 증상이 나타났습니다. 방광요관역류(소아)인지 걱정돼요."
195,신증후군출혈열(한타바이러스감염증),"상대정맥 증후군, 복시, 과다 과도한 출혈 그리고 신경성 간헐적 파행 증상이 나타나고 있어요. 혹시 신증후군출혈열(한타바이러스감염증)일까요?"
196,소변이상(혈뇨),"자주 소변을 보는 증상, 수유 장애, 야간설사 그리고 소변 보고 나서 시원하지 않음 증상이 나타나고 있어요. 혹시 소변이상(혈뇨)일까요?"
197,소변이상(단백뇨),"몸에 구역질, 관절통 그리고 결막하 출혈 같은 증상이 나타났습니다. 소변이상(단백뇨)인지 걱정돼요."
198,소변이상(농뇨),"최근 눈꺼풀부종, 바깥요도구멍의 출혈 그리고 항문의 통증가(이) 심해졌어요. 소변이상(농뇨)인가요?"
199,소변이상(당뇨),"소화성 궤양, 근육 긴장도 그리고 유루증로 고생하고 있어요. 소변이상(당뇨) 가능성이 있을까요?"
200,자궁외 임신,"최근 가성낭종, 국소적 통증 그리고 월경불순가(이) 심해졌어요. 자궁외 임신인가요?"
201,유방종괴,외부 충격에 대한 통증 그리고 어깨 통증로 고생하고 있어요. 유방종괴 가능성이 있을까요?
202,생리통,"가슴이 두근거림, 혈당 상승 그리고 요독증로 고생하고 있어요. 생리통 가능성이 있을까요?"
203,난소 양성 종양,"울혈성 심부전, 체중 감소, 반복적인 폐렴 그리고 소화불량증 때문에 일상생활이 힘들어요. 난소 양성 종양을 의심해볼 수 있나요?"
204,음낭수종,유리체 액화 증상이 나타나고 있어요. 혹시 음낭수종일까요?
205,입덧,"급성 세뇨관괴사, 결절 그리고 자궁 출혈로 고생하고 있어요. 입덧 가능성이 있을까요?"
206,모호한 외부생식기 및 성 발달 이상,"몸에 결막, 뼈돌기(골극) 그리고 유두의 분비물 같은 증상이 나타났습니다. 모호한 외부생식기 및 성 발달 이상인지 걱정돼요."
207,왜소음경(소아),"소변줄기 힘이 약해짐, 전신권태 그리고 모발 탈색로 고생하고 있어요. 왜소음경(소아) 가능성이 있을까요?"
208,전립선비대증,"폐혈류량 증가, 혈변 그리고 씹기 어려움로 고생하고 있어요. 전립선비대증 가능성이 있을까요?"
209,급성부고환염,"우상복부 통증, 화농성 분비물, 심박동 증가 그리고 멍울 때문에 일상생활이 힘들어요. 급성부고환염을 의심해볼 수 있나요?"
210,급성고환염,"장 운동 저하, 청색증, 가려움증 그리고 수면무호흡증로 고생하고 있어요. 급성고환염 가능성이 있을까요?"
211,연성하감,몸에 소화불량증 같은 증상이 나타났습니다. 연성하감인지 걱정돼요.
212,폐경기,"백혈구 증가, 물 섭취량의 증가 그리고 근육 마비 때문에 일상생활이 힘들어요. 폐경기을 의심해볼 수 있나요?"
