disease_id,disease_name,generated_sentence
186,비브리오 패혈증,"몸에 기침 소리, 가려움 그리고 복부불편감 같은 증상이 나타났습니다. 비브리오 패혈증인지 걱정돼요."
187,패혈증,"소리의 방향을 감지하기 어려움, 감각이상, 무지근한 느낌 그리고 산후 우울증 증상이 나타나고 있어요. 혹시 패혈증일까요?"
188,요실금,"전해질 이상, 하얀 털 그리고 기립성 저혈압 증상이 나타나고 있어요. 혹시 요실금일까요?"
189,신장결석,"최근 폐출혈, 음식을 흘리게 됨 그리고 근육통가(이) 심해졌어요. 신장결석인가요?"
190,요도하열(소아),"최근 점액질 대변, 만성 쇠약성 증상 그리고 소변량의 증가가(이) 심해졌어요. 요도하열(소아)인가요?"
191,갈색세포종,"몸에 근육 경련, 관절염, 지방변 그리고 기침 소리 같은 증상이 나타났습니다. 갈색세포종인지 걱정돼요."
192,요로감염,"최근 과다 과도한 출혈, 쑤시는 통증 그리고 반상출혈가(이) 심해졌어요. 요로감염인가요?"
193,비뇨기계 외상,"하복부 통증, 외이도 막힘, 두통 그리고 울거나 활발한 활동으로 크기 변화 때문에 일상생활이 힘들어요. 비뇨기계 외상을 의심해볼 수 있나요?"
194,방광요관역류(소아),"권태, 오한 그리고 가려움증 때문에 일상생활이 힘들어요. 방광요관역류(소아)을 의심해볼 수 있나요?"
195,신증후군출혈열(한타바이러스감염증),"신체 피로감, 두통 그리고 빈혈 때문에 일상생활이 힘들어요. 신증후군출혈열(한타바이러스감염증)을 의심해볼 수 있나요?"
196,소변이상(혈뇨),"몸에 과한 반응, 근육통, 혼수 그리고 경련성 하복부 통증 같은 증상이 나타났습니다. 소변이상(혈뇨)인지 걱정돼요."
197,소변이상(단백뇨),"몸에 부정맥, 점출혈 발진, 피부 황달 그리고 이물감 같은 증상이 나타났습니다. 소변이상(단백뇨)인지 걱정돼요."
198,소변이상(농뇨),"화끈거림, 고열, 전신 통증 그리고 피부이완증 때문에 일상생활이 힘들어요. 소변이상(농뇨)을 의심해볼 수 있나요?"
199,소변이상(당뇨),"설사, 소리를 감지하는 능력 떨어짐 그리고 청력 저하 증상이 나타나고 있어요. 혹시 소변이상(당뇨)일까요?"
200,자궁외 임신,"복부불편감, 직장탈출증, 글자나 직선의 흔들림 그리고 외부 충격에 대한 통증 증상이 나타나고 있어요. 혹시 자궁외 임신일까요?"
201,유방종괴,"가슴이 두근거림, 하얀 털, 누런 가래 그리고 소변 양 감소 증상이 나타나고 있어요. 혹시 유방종괴일까요?"
202,생리통,"최근 소화 장애, 호흡 곤란 그리고 전신쇠약감가(이) 심해졌어요. 생리통인가요?"
203,난소 양성 종양,"몸에 식욕 부진, 쉰 목소리 그리고 악관절의 통증 같은 증상이 나타났습니다. 난소 양성 종양인지 걱정돼요."
204,음낭수종,"신경인성 폐부종, 물 필요 그리고 음식물의 잔류감로 고생하고 있어요. 음낭수종 가능성이 있을까요?"
205,입덧,"심근경색, 수유장애 그리고 경련 증상이 나타나고 있어요. 혹시 입덧일까요?"
206,모호한 외부생식기 및 성 발달 이상,"왜소음경, 통증을 동반한 결절, 발기부전 그리고 음낭로 고생하고 있어요. 모호한 외부생식기 및 성 발달 이상 가능성이 있을까요?"
207,왜소음경(소아),"몸에 산통, 부정맥 그리고 흑색변 같은 증상이 나타났습니다. 왜소음경(소아)인지 걱정돼요."
208,전립선비대증,"우측 견갑골 통증, TV나 라디오 볼륨 크게 올림 그리고 자궁 출혈 때문에 일상생활이 힘들어요. 전립선비대증을 의심해볼 수 있나요?"
209,급성부고환염,"몸에 반복적인 폐렴, 눈의 피로 그리고 혈종 같은 증상이 나타났습니다. 급성부고환염인지 걱정돼요."
210,급성고환염,"우측 견갑골 통증, 뼈 부러짐, 혈뇨 그리고 어지럼증을 느낌로 고생하고 있어요. 급성고환염 가능성이 있을까요?"
211,연성하감,"전신쇠약, 토혈 그리고 전신통증 증상이 나타나고 있어요. 혹시 연성하감일까요?"
212,폐경기,"몸에 전해질 불균형, 피하조직의 세포 죽음 그리고 성욕 감퇴 같은 증상이 나타났습니다. 폐경기인지 걱정돼요."
